spoofed,GGA_gps_qi,GGA_sat_num,GGA_hdop,GGA_antenna_alt,GGA_geoidal_sep,GGA_age_of_diff_gps_data,GGA_diff_ref_station_id,GPGSV_sat_in_view,GPGSV_prn_0,GPGSV_elevation_0,GPGSV_azimuth_0,GPGSV_snr_0,GPGSV_prn_1,GPGSV_elevation_1,GPGSV_azimuth_1,GPGSV_snr_1,GPGSV_prn_2,GPGSV_elevation_2,GPGSV_azimuth_2,GPGSV_snr_2,GPGSV_prn_3,GPGSV_elevation_3,GPGSV_azimuth_3,GPGSV_snr_3,GPGSV_prn_4,GPGSV_elevation_4,GPGSV_azimuth_4,GPGSV_snr_4,GPGSV_prn_5,GPGSV_elevation_5,GPGSV_azimuth_5,GPGSV_snr_5,GPGSV_prn_6,GPGSV_elevation_6,GPGSV_azimuth_6,GPGSV_snr_6,GPGSV_prn_7,GPGSV_elevation_7,GPGSV_azimuth_7,GPGSV_snr_7,GPGSV_prn_8,GPGSV_elevation_8,GPGSV_azimuth_8,GPGSV_snr_8,GPGSV_prn_9,GPGSV_elevation_9,GPGSV_azimuth_9,GPGSV_snr_9,GPGSV_prn_10,GPGSV_elevation_10,GPGSV_azimuth_10,GPGSV_snr_10,GPGSV_prn_11,GPGSV_elevation_11,GPGSV_azimuth_11,GPGSV_snr_11,GPGSV_prn_12,GPGSV_elevation_12,GPGSV_azimuth_12,GPGSV_snr_12,GPGSV_prn_13,GPGSV_elevation_13,GPGSV_azimuth_13,GPGSV_snr_13,GPGSV_prn_14,GPGSV_elevation_14,GPGSV_azimuth_14,GPGSV_snr_14,GPGSV_prn_15,GPGSV_elevation_15,GPGSV_azimuth_15,GPGSV_snr_15,GLGSV_sat_in_view,GLGSV_prn_0,GLGSV_elevation_0,GLGSV_azimuth_0,GLGSV_snr_0,GLGSV_prn_1,GLGSV_elevation_1,GLGSV_azimuth_1,GLGSV_snr_1,GLGSV_prn_2,GLGSV_elevation_2,GLGSV_azimuth_2,GLGSV_snr_2,GLGSV_prn_3,GLGSV_elevation_3,GLGSV_azimuth_3,GLGSV_snr_3,GLGSV_prn_4,GLGSV_elevation_4,GLGSV_azimuth_4,GLGSV_snr_4,GLGSV_prn_5,GLGSV_elevation_5,GLGSV_azimuth_5,GLGSV_snr_5,GLGSV_prn_6,GLGSV_elevation_6,GLGSV_azimuth_6,GLGSV_snr_6,GLGSV_prn_7,GLGSV_elevation_7,GLGSV_azimuth_7,GLGSV_snr_7,GLGSV_prn_8,GLGSV_elevation_8,GLGSV_azimuth_8,GLGSV_snr_8,GLGSV_prn_9,GLGSV_elevation_9,GLGSV_azimuth_9,GLGSV_snr_9,GLGSV_prn_10,GLGSV_elevation_10,GLGSV_azimuth_10,GLGSV_snr_10,GLGSV_prn_11,GLGSV_elevation_11,GLGSV_azimuth_11,GLGSV_snr_11,GPGSA_mode1,GPGSA_mode2,GPGSA_sat_used_0,GPGSA_sat_used_1,GPGSA_sat_used_2,GPGSA_sat_used_3,GPGSA_sat_used_4,GPGSA_sat_used_5,GPGSA_sat_used_6,GPGSA_sat_used_7,GPGSA_sat_used_8,GPGSA_sat_used_9,GPGSA_sat_used_10,GPGSA_sat_used_11,GPGSA_pdop,GPGSA_hdop,GPGSA_vdop,GNGSA0_mode1,GNGSA0_mode2,GNGSA0_sat_used_0,GNGSA0_sat_used_1,GNGSA0_sat_used_2,GNGSA0_sat_used_3,GNGSA0_sat_used_4,GNGSA0_sat_used_5,GNGSA0_sat_used_6,GNGSA0_sat_used_7,GNGSA0_sat_used_8,GNGSA0_sat_used_9,GNGSA0_sat_used_10,GNGSA0_sat_used_11,GNGSA0_pdop,GNGSA0_hdop,GNGSA0_vdop,GNGSA1_mode1,GNGSA1_mode2,GNGSA1_sat_used_0,GNGSA1_sat_used_1,GNGSA1_sat_used_2,GNGSA1_sat_used_3,GNGSA1_sat_used_4,GNGSA1_sat_used_5,GNGSA1_sat_used_6,GNGSA1_sat_used_7,GNGSA1_sat_used_8,GNGSA1_sat_used_9,GNGSA1_sat_used_10,GNGSA1_sat_used_11,GNGSA1_pdop,GNGSA1_hdop,GNGSA1_vdop,RMC_status,RMC_speed,RMC_course,RMC_mode
1,1,17,0.3,46.8,45.0,-1,-1,11,09,78,331,34,23,55,052,34,06,54,275,33,07,46,176,40,03,28,111,43,30,16,196,35,26,09,050,37,22,09,118,40,19,08,241,28,16,10,076,34,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,33,79,46,095,40,70,39,306,24,85,36,280,35,80,23,157,35,78,23,035,35,84,20,219,32,68,16,083,36,86,13,336,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.4,0.9,1.1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.4,0.9,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.4,0.9,1.1,A,002.8,173.8,A
1,1,17,0.3,46.8,45.0,-1,-1,11,09,78,331,34,23,55,052,34,06,54,275,33,07,46,176,40,03,28,111,43,30,16,196,36,26,09,050,38,22,09,118,40,19,08,241,27,16,10,075,34,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,33,79,46,095,40,70,39,306,23,85,36,280,35,80,23,157,35,78,23,035,35,84,20,219,32,68,16,083,36,86,13,336,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.3,A,002.8,169.7,A
1,1,17,0.3,46.7,45.0,-1,-1,11,09,78,331,35,23,55,052,34,06,54,275,32,07,46,176,39,03,28,111,43,30,16,196,36,26,09,050,38,22,09,118,40,19,08,241,26,16,10,075,35,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,32,79,46,095,40,70,39,306,23,85,36,280,35,80,23,157,35,78,23,035,34,84,20,219,31,68,16,083,36,86,13,336,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.3,A,002.8,173.7,A
0,1,16,0.3,46.7,45.0,-1,-1,11,09,78,331,35,23,55,052,34,06,54,275,32,07,46,176,39,03,28,111,43,30,16,196,36,26,09,050,37,22,09,118,39,19,08,241,26,16,10,075,36,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,33,79,46,095,40,70,39,306,-1,85,36,280,36,80,23,157,35,78,23,035,35,84,20,219,31,68,16,083,36,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,79,80,84,85,86,-1,-1,-1,-1,-1,1.6,1.0,1.3,A,002.7,174.9,A
1,1,17,0.3,46.6,45.0,-1,-1,11,09,78,331,35,23,55,052,34,06,54,275,34,07,46,176,41,03,28,111,43,30,16,196,36,26,09,050,37,22,09,118,39,19,08,241,25,16,10,075,36,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,33,79,46,095,40,70,39,306,21,85,36,280,36,80,23,157,34,78,23,035,35,84,20,219,31,68,16,083,36,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.3,A,002.7,172.7,A
1,1,17,0.3,46.6,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,42,30,16,196,36,26,09,050,37,22,09,118,39,19,08,241,25,16,10,075,36,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,21,85,36,280,36,80,23,157,35,78,23,035,36,84,20,219,31,68,16,083,36,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.3,A,002.6,172.3,A
1,1,17,0.3,46.5,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,42,30,16,196,36,26,09,050,37,22,09,118,39,19,08,241,25,16,10,075,36,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,20,85,36,280,35,80,23,157,35,78,23,035,36,84,20,219,30,68,16,083,36,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.3,A,002.6,171.7,A
0,1,17,0.3,46.4,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,41,30,16,196,36,26,09,050,37,22,09,118,39,19,08,241,25,16,10,075,36,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,20,85,36,280,35,80,23,157,34,78,23,035,36,84,20,219,30,68,16,083,37,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.6,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.3,A,002.6,172.1,A
0,1,16,0.3,46.4,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,41,30,16,196,37,26,09,050,37,22,09,118,40,19,08,241,24,16,10,075,38,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,39,70,39,306,-1,85,36,280,35,80,23,157,34,78,23,035,35,84,20,219,30,68,16,083,38,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,68,69,79,80,84,85,86,-1,-1,-1,-1,-1,1.5,0.9,1.3,A,002.6,174.0,A
0,1,17,0.3,46.3,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,41,30,16,196,37,26,09,050,37,22,09,118,40,19,08,241,24,16,10,075,38,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,39,70,39,306,18,85,36,280,35,80,23,157,35,78,23,035,35,84,20,219,30,68,16,083,38,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.3,A,002.6,173.5,A
1,1,17,0.3,46.3,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,40,30,16,196,37,26,09,050,37,22,09,118,39,19,08,241,27,16,10,075,38,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,39,70,39,306,24,85,36,280,35,80,23,157,35,78,23,035,35,84,20,219,31,68,16,083,39,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.3,A,002.6,175.8,A
0,1,17,0.3,46.2,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,275,34,07,46,176,41,03,28,111,40,30,16,196,37,26,09,050,37,22,09,118,39,19,08,241,26,16,10,075,38,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,39,70,39,306,23,85,36,280,35,80,23,157,35,78,23,035,34,84,20,219,32,68,16,083,39,86,13,336,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.3,A,002.6,172.5,A
0,1,16,0.3,46.2,45.0,-1,-1,11,09,78,331,35,23,55,052,35,06,54,274,34,07,46,176,41,03,28,111,39,30,16,196,39,26,09,050,37,22,09,118,39,19,08,241,26,16,10,075,38,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,40,70,39,306,22,85,35,280,35,80,23,157,35,78,23,035,34,84,20,219,32,68,16,083,39,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,68,69,79,80,84,85,86,-1,-1,-1,-1,-1,1.5,0.9,1.3,A,002.6,161.7,A
1,1,17,0.3,46.2,45.0,-1,-1,11,09,78,331,34,23,55,052,35,06,54,274,34,07,46,176,40,03,28,111,39,30,16,196,39,26,09,050,37,22,09,118,39,19,08,241,26,16,10,075,39,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,40,70,39,306,22,85,35,280,35,80,23,157,35,78,23,035,34,84,20,219,32,68,16,083,39,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,03,06,07,09,19,22,23,26,30,-1,-1,-1,1.5,0.9,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.3,A,002.7,159.6,A
1,1,17,0.3,46.1,45.0,-1,-1,11,09,78,331,34,23,55,052,35,06,54,274,34,07,46,176,40,03,28,111,39,30,16,196,38,26,09,050,37,22,09,118,39,19,08,241,26,16,10,075,39,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,40,70,39,306,-1,85,35,280,34,80,23,157,35,78,23,035,34,84,20,219,32,68,16,083,39,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,79,80,84,85,86,-1,-1,-1,-1,-1,1.7,1.0,1.3,A,002.7,161.7,A
1,1,18,0.3,46.1,45.0,-1,-1,11,09,78,332,34,23,55,052,35,06,54,274,34,07,46,176,40,03,28,111,39,30,16,196,38,16,10,075,39,22,09,118,39,26,09,050,36,19,08,241,25,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,39,70,39,306,20,85,35,280,35,80,23,157,35,78,23,035,34,84,20,219,33,68,16,083,39,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,164.3,A
0,1,17,0.3,46.0,45.0,-1,-1,11,09,78,332,34,23,55,052,35,06,54,274,34,07,46,176,40,03,28,111,39,30,16,196,38,16,10,075,39,22,09,118,38,26,09,050,36,19,08,241,25,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,39,70,39,306,19,85,35,280,35,80,23,157,35,78,23,035,33,84,20,219,33,68,16,083,41,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,79,80,84,85,86,-1,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,165.5,A
1,1,18,0.3,46.0,45.0,-1,-1,11,09,78,332,34,23,55,052,35,06,54,274,34,07,46,176,40,03,28,111,39,30,16,196,38,16,10,075,39,22,09,118,38,26,09,050,37,19,08,241,27,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,19,85,35,280,36,80,23,157,36,78,23,035,33,84,20,219,33,68,16,083,41,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,165.4,A
0,1,18,0.3,45.9,45.0,-1,-1,11,09,78,332,35,23,55,052,35,06,54,274,33,07,46,176,40,03,28,111,41,30,16,196,39,16,10,075,39,22,09,118,38,26,09,050,39,19,08,241,25,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,26,85,35,280,36,80,23,157,35,78,23,035,35,84,20,219,33,68,16,083,41,86,13,336,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,168.1,A
0,1,18,0.3,45.9,45.0,-1,-1,11,09,78,332,35,23,55,052,35,06,54,274,33,07,46,176,40,03,28,111,41,30,16,196,39,16,10,075,38,22,09,118,38,26,09,050,39,19,08,241,27,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,25,85,35,280,36,80,23,157,35,78,23,035,35,84,20,219,33,68,16,083,40,86,13,336,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,167.5,A
1,1,18,0.3,45.8,45.0,-1,-1,11,09,78,332,35,23,55,052,36,06,54,274,34,07,46,176,40,03,28,111,41,30,16,196,38,16,10,075,38,22,09,118,37,26,09,049,39,19,08,241,27,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,36,79,46,095,40,70,39,306,25,85,35,280,35,80,23,157,35,78,23,035,34,84,20,219,33,68,16,083,40,86,13,336,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,176.2,A
1,1,18,0.3,45.7,45.0,-1,-1,11,09,78,332,35,23,55,052,36,06,54,274,34,07,46,176,40,03,28,111,41,30,16,196,38,16,10,075,38,22,09,118,37,26,09,049,38,19,08,241,26,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,40,70,39,306,25,85,35,280,35,80,23,157,34,78,23,035,34,84,20,219,33,68,16,083,40,86,13,336,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,175.7,A
0,1,18,0.3,45.7,45.0,-1,-1,11,09,78,332,34,23,55,052,36,06,54,274,34,07,46,176,40,03,28,111,41,30,16,196,38,16,10,075,38,22,09,118,37,26,09,049,38,19,08,241,25,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,35,79,46,095,40,70,39,306,28,85,35,280,35,80,23,157,34,78,23,035,34,84,20,219,32,68,16,083,40,86,13,336,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.8,184.2,A
1,1,18,0.3,45.6,45.0,-1,-1,11,09,78,332,34,23,55,052,35,06,54,274,34,07,46,176,40,03,28,111,41,30,16,196,39,16,10,075,37,22,09,118,37,26,09,049,38,19,08,241,25,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,40,70,39,306,30,85,35,280,35,80,23,157,34,78,23,035,33,84,20,219,32,68,16,083,40,86,13,336,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.7,185.0,A
1,1,18,0.3,45.5,45.0,-1,-1,11,09,78,332,34,23,55,052,35,06,54,274,33,07,46,176,40,03,28,111,40,30,16,196,39,16,10,075,37,22,09,118,37,26,09,049,37,19,08,241,28,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,34,79,46,095,39,70,39,306,30,85,35,280,35,80,23,157,34,78,23,035,32,84,20,219,32,68,15,083,39,86,13,336,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.6,1.0,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.6,1.0,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.2,A,002.7,194.7,A
0,1,18,0.3,45.5,45.0,-1,-1,11,09,78,332,33,23,55,052,34,06,54,274,33,07,46,176,40,03,28,111,41,30,16,196,39,16,10,075,36,22,09,118,37,26,09,049,36,19,08,241,30,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,33,79,46,095,39,70,39,306,30,85,35,280,35,80,23,157,34,78,23,035,32,84,20,219,32,68,15,083,39,86,13,336,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,0.9,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,0.9,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.2,A,002.7,196.7,A
0,1,18,0.4,45.4,45.0,-1,-1,11,09,78,332,33,23,55,052,33,06,54,274,32,07,46,176,39,03,28,111,41,30,16,196,39,16,10,075,36,22,09,118,36,26,09,049,36,19,08,241,30,02,26,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,55,041,32,79,46,095,39,70,39,306,29,85,35,280,35,80,23,157,33,78,23,035,31,84,20,219,32,68,15,083,38,86,13,336,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.0,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.0,1.3,A,002.7,196.1,A
