spoofed,time_sin,time_cos,lat_sin,lat_cos,long_sin,long_cos,n_satellites,sv_prn_1,sv_prn_2,sv_prn_3,sv_prn_4,sv_prn_5,sv_prn_6,sv_prn_7,sv_prn_8,sv_prn_9,sv_prn_10,sv_prn_11,sv_prn_12,sv_prn_13,sv_prn_14,sv_prn_15,sv_prn_16,sv_prn_17,sv_prn_18,sv_prn_19,sv_prn_20,sv_prn_21,sv_prn_22,sv_prn_23,sv_prn_24,sv_prn_25,sv_prn_26,sv_prn_27,sv_prn_28,sv_prn_29,sv_prn_30,sv_prn_31,sv_prn_32
0,0.0558215049931638,0.998440764181981,-0.9942647272291406,-0.10694695969480644,-0.21833746534550583,-0.9758733274490599,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.05589411350683181,0.998436702087461,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.055966721724903974,0.9984326347127117,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.0560393296469963,0.9984285620577544,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.056111937272724816,0.998424484122611,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.056184544601705515,0.9984204009073027,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.056257151633554436,0.9984163124118512,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.05632975836788758,0.9984122186362782,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.05640236480432098,0.9984081195806053,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
0,0.05647497094247064,0.9984040152448542,-0.9942647929946671,-0.10694634828394917,-0.21833723597850388,-0.9758733787665627,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
